Ukazatel;Území;Reprezentant pro oblast cen;Měsíce;value
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;říjen 2023;55.87
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;listopad 2023;54.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;prosinec 2023;55.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;leden 2024;56.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;únor 2024;57.25
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;březen 2024;56.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;duben 2024;57.45
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;květen 2024;56.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;červen 2024;56.64
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;červenec 2024;57.54
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;srpen 2024;56.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;září 2024;57.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;říjen 2024;58.29
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;listopad 2024;56.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;prosinec 2024;56.74
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;leden 2025;58.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;únor 2025;57.77
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;březen 2025;58.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Kuře kuchané I.tř. [kg] mražené;duben 2025;59.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2013;61.96
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2013;61.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2013;62.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2013;60.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2013;60.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2013;59.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2013;60.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2013;61.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2013;62.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2013;62.9
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2013;63.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2013;63.1
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2014;64.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2014;64.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2014;63.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2014;61.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2014;60.96
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2014;62.32
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2014;61.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2014;59.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2014;61.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2014;62.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2014;62.25
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2014;61.59
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2015;61.49
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2015;62.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2015;60.96
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2015;61.8
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2015;57.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2015;61.13
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2015;61.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2015;61.45
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2015;60.03
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2015;60.82
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2015;62.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2015;62.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2016;60.9
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2016;60.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2016;57.77
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2016;57.7
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2016;56.02
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2016;55.99
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2016;55.13
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2016;54.29
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2016;54.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2016;56.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2016;57.28
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2016;58.1
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2017;55.81
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2017;57.03
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2017;55.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2017;55.76
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2017;55.07
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2017;56.25
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2017;58.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2017;57.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2017;58.22
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2017;58.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2017;59.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2017;59.19
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2018;58.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2018;58.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2018;58.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2018;56.17
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2018;55.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2018;56.82
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2018;55.97
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2018;55.71
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2018;56.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2018;56.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2018;57.5
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2018;56.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2019;56.4
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2019;57.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2019;56.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2019;56.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2019;56.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2019;58.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2019;60.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2019;61.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2019;62.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2019;63.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2019;63.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2019;63.5
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2020;66.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2020;69.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2020;68.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2020;68.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2020;66.48
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2020;66.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2020;65.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2020;66.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2020;65.13
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2020;66.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2020;66.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2020;65.78
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2021;65.74
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2021;64.61
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2021;66.03
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2021;63.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2021;62.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2021;63.79
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2021;64.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2021;65.01
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2021;65.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2021;66.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2021;65.72
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2021;64.78
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2022;66.25
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2022;66.87
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2022;67.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2022;70.5
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2022;73.97
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2022;76.29
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2022;75.49
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2022;76.07
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2022;77.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2022;79.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2022;83.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2022;83.64
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2023;85.22
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2023;86.82
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2023;86.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2023;88.32
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2023;88.77
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2023;87.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2023;88.26
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2023;88.7
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2023;90.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2023;93.92
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2023;92.52
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2023;90.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2024;90.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2024;91.78
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2024;91.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2024;88.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];květen 2024;85.26
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červen 2024;88.3
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];červenec 2024;86.64
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];srpen 2024;87.19
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];září 2024;88.32
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];říjen 2024;89.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];listopad 2024;89.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];prosinec 2024;88.4
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];leden 2025;90.7
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];únor 2025;88.28
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];březen 2025;89.92
Cena průmyslového výrobku nebo služby (Kč);Česko;Špekáčky [kg];duben 2025;87.76
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];leden 2013;74.26
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];únor 2013;74.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];březen 2013;75.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];duben 2013;73.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];květen 2013;72.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];červen 2013;74.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];červenec 2013;70.81
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];srpen 2013;70.93
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];září 2013;74.14
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];říjen 2013;74.28
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];listopad 2013;74.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];prosinec 2013;74.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];leden 2014;73.5
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];únor 2014;73.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];březen 2014;74.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];duben 2014;73.49
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];květen 2014;74.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];červen 2014;75.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];červenec 2014;74.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];srpen 2014;73.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];září 2014;75.8
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];říjen 2014;73.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];listopad 2014;73.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];prosinec 2014;71.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];leden 2015;72.61
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];únor 2015;71.84
Cena průmyslového výrobku nebo služby (Kč);Česko;Šunkový salám [kg];březen 2015;70.98
