Ukazatel;Kraje;Pohlaví;Věk (roky);Dvouleté období (kraje);value
Naděje dožití (ex);Hlavní město Praha;muži;99;2012-2013;2.005113019
Naděje dožití (ex);Hlavní město Praha;muži;99;2013-2014;1.944392054
Naděje dožití (ex);Hlavní město Praha;muži;99;2014-2015;1.98696284
Naděje dožití (ex);Hlavní město Praha;muži;99;2015-2016;1.980601632
Naděje dožití (ex);Hlavní město Praha;muži;99;2016-2017;2.043141959
Naděje dožití (ex);Hlavní město Praha;muži;99;2017-2018;2.1257016957
Naděje dožití (ex);Hlavní město Praha;muži;99;2018-2019;2.0984066061
Naděje dožití (ex);Hlavní město Praha;muži;99;2019-2020;1.9898239543
Naděje dožití (ex);Hlavní město Praha;muži;99;2020-2021;1.924973899
Naděje dožití (ex);Hlavní město Praha;muži;99;2021-2022;2.055042961
Naděje dožití (ex);Hlavní město Praha;muži;99;2022-2023;2.035812349
Naděje dožití (ex);Hlavní město Praha;muži;100;2001-2002;1.610545454
Naděje dožití (ex);Hlavní město Praha;muži;100;2002-2003;1.647982985
Naděje dožití (ex);Hlavní město Praha;muži;100;2003-2004;1.771083033
Naděje dožití (ex);Hlavní město Praha;muži;100;2004-2005;1.717388975
Naděje dožití (ex);Hlavní město Praha;muži;100;2005-2006;1.708265475
Naděje dožití (ex);Hlavní město Praha;muži;100;2006-2007;1.716578531
Naděje dožití (ex);Hlavní město Praha;muži;100;2007-2008;1.825839772
Naděje dožití (ex);Hlavní město Praha;muži;100;2008-2009;1.779667365
Naděje dožití (ex);Hlavní město Praha;muži;100;2009-2010;1.74399478
Naděje dožití (ex);Hlavní město Praha;muži;100;2010-2011;1.800613013
Naděje dožití (ex);Hlavní město Praha;muži;100;2011-2012;1.799329588
Naděje dožití (ex);Hlavní město Praha;muži;100;2012-2013;1.892912929
Naděje dožití (ex);Hlavní město Praha;muži;100;2013-2014;1.832481702
Naděje dožití (ex);Hlavní město Praha;muži;100;2014-2015;1.87290701
Naděje dožití (ex);Hlavní město Praha;muži;100;2015-2016;1.865271737
Naděje dožití (ex);Hlavní město Praha;muži;100;2016-2017;1.921385938
Naděje dožití (ex);Hlavní město Praha;muži;100;2017-2018;2.0019226218
Naděje dožití (ex);Hlavní město Praha;muži;100;2018-2019;1.9771316574
Naděje dožití (ex);Hlavní město Praha;muži;100;2019-2020;1.8773471311
Naděje dožití (ex);Hlavní město Praha;muži;100;2020-2021;1.8198521243
Naděje dožití (ex);Hlavní město Praha;muži;100;2021-2022;1.9420274684
Naděje dožití (ex);Hlavní město Praha;muži;100;2022-2023;1.918251658
Naděje dožití (ex);Hlavní město Praha;muži;101;2001-2002;1.536439414
Naděje dožití (ex);Hlavní město Praha;muži;101;2002-2003;1.573041618
Naděje dožití (ex);Hlavní město Praha;muži;101;2003-2004;1.690408265
Naděje dožití (ex);Hlavní město Praha;muži;101;2004-2005;1.635764744
Naděje dožití (ex);Hlavní město Praha;muži;101;2005-2006;1.624825253
Naděje dožití (ex);Hlavní město Praha;muži;101;2006-2007;1.631321912
Naděje dožití (ex);Hlavní město Praha;muži;101;2007-2008;1.732960756
Naděje dožití (ex);Hlavní město Praha;muži;101;2008-2009;1.688889787
Naděje dožití (ex);Hlavní město Praha;muži;101;2009-2010;1.655742462
Naděje dožití (ex);Hlavní město Praha;muži;101;2010-2011;1.70718761
Naděje dožití (ex);Hlavní město Praha;muži;101;2011-2012;1.704497506
Naděje dožití (ex);Hlavní město Praha;muži;101;2012-2013;1.7932752
Naděje dožití (ex);Hlavní město Praha;muži;101;2013-2014;1.733592092
Naděje dožití (ex);Hlavní město Praha;muži;101;2014-2015;1.771902557
Naděje dožití (ex);Hlavní město Praha;muži;101;2015-2016;1.763255754
Naděje dožití (ex);Hlavní město Praha;muži;101;2016-2017;1.813599789
Naděje dožití (ex);Hlavní město Praha;muži;101;2017-2018;1.8918556734
Naděje dožití (ex);Hlavní město Praha;muži;101;2018-2019;1.8693653747
Naděje dožití (ex);Hlavní město Praha;muži;101;2019-2020;1.7776174126
Naděje dožití (ex);Hlavní město Praha;muži;101;2020-2021;1.7265632698
Naděje dožití (ex);Hlavní město Praha;muži;101;2021-2022;1.8412809752
Naděje dožití (ex);Hlavní město Praha;muži;101;2022-2023;1.81400338
Naděje dožití (ex);Hlavní město Praha;muži;102;2001-2002;1.471787702
Naděje dožití (ex);Hlavní město Praha;muži;102;2002-2003;1.507442228
Naděje dožití (ex);Hlavní město Praha;muži;102;2003-2004;1.619360765
Naděje dožití (ex);Hlavní město Praha;muži;102;2004-2005;1.564276535
Naděje dožití (ex);Hlavní město Praha;muži;102;2005-2006;1.551959043
Naděje dožití (ex);Hlavní město Praha;muži;102;2006-2007;1.556937432
Naděje dožití (ex);Hlavní město Praha;muži;102;2007-2008;1.65162351
Naděje dožití (ex);Hlavní město Praha;muži;102;2008-2009;1.60958732
Naděje dožití (ex);Hlavní město Praha;muži;102;2009-2010;1.57876126
Naděje dožití (ex);Hlavní město Praha;muži;102;2010-2011;1.625625146
Naděje dožití (ex);Hlavní město Praha;muži;102;2011-2012;1.621815507
Naděje dožití (ex);Hlavní město Praha;muži;102;2012-2013;1.706056768
Naděje dožití (ex);Hlavní město Praha;muži;102;2013-2014;1.647399241
Naděje dožití (ex);Hlavní město Praha;muži;102;2014-2015;1.683712813
Naděje dožití (ex);Hlavní město Praha;muži;102;2015-2016;1.6742797
Naděje dožití (ex);Hlavní město Praha;muži;102;2016-2017;1.719570981
Naděje dožití (ex);Hlavní město Praha;muži;102;2017-2018;1.7954865966
Naděje dožití (ex);Hlavní město Praha;muži;102;2018-2019;1.7750486865
Naděje dožití (ex);Hlavní město Praha;muži;102;2019-2020;1.6904365789
Naděje dožití (ex);Hlavní město Praha;muži;102;2020-2021;1.6449001872
Naděje dožití (ex);Hlavní město Praha;muži;102;2021-2022;1.7528084724
Naděje dožití (ex);Hlavní město Praha;muži;102;2022-2023;1.722900626
Naděje dožití (ex);Hlavní město Praha;muži;103;2001-2002;1.416793026
Naděje dožití (ex);Hlavní město Praha;muži;103;2002-2003;1.45150642
Naděje dožití (ex);Hlavní město Praha;muži;103;2003-2004;1.558574447
Naděje dožití (ex);Hlavní město Praha;muži;103;2004-2005;1.503360887
Naděje dožití (ex);Hlavní město Praha;muži;103;2005-2006;1.490024493
Naděje dožití (ex);Hlavní město Praha;muži;103;2006-2007;1.493773857
Naděje dožití (ex);Hlavní město Praha;muži;103;2007-2008;1.58244274
Naděje dožití (ex);Hlavní město Praha;muži;103;2008-2009;1.542237716
Naděje dožití (ex);Hlavní město Praha;muži;103;2009-2010;1.513435089
Naděje dožití (ex);Hlavní město Praha;muži;103;2010-2011;1.556420203
Naděje dožití (ex);Hlavní město Praha;muži;103;2011-2012;1.551743006
Naděje dožití (ex);Hlavní město Praha;muži;103;2012-2013;1.631979129
Naděje dožití (ex);Hlavní město Praha;muži;103;2013-2014;1.57440934
Naděje dožití (ex);Hlavní město Praha;muži;103;2014-2015;1.608959341
Naděje dožití (ex);Hlavní město Praha;muži;103;2015-2016;1.598925383
Naděje dožití (ex);Hlavní město Praha;muži;103;2016-2017;1.639988051
Naděje dožití (ex);Hlavní město Praha;muži;103;2017-2018;1.7137506033
Naděje dožití (ex);Hlavní město Praha;muži;103;2018-2019;1.6950543001
Naděje dožití (ex);Hlavní město Praha;muži;103;2019-2020;1.6164636203
Naděje dožití (ex);Hlavní město Praha;muži;103;2020-2021;1.5754607031
Naděje dožití (ex);Hlavní město Praha;muži;103;2021-2022;1.677505161
Naděje dožití (ex);Hlavní město Praha;muži;103;2022-2023;1.645668334
Naděje dožití (ex);Hlavní město Praha;muži;104;2001-2002;1.373018323
Naděje dožití (ex);Hlavní město Praha;muži;104;2002-2003;1.406949527
Naděje dožití (ex);Hlavní město Praha;muži;104;2003-2004;1.510204332
Naděje dožití (ex);Hlavní město Praha;muži;104;2004-2005;1.454960266
Naděje dožití (ex);Hlavní město Praha;muži;104;2005-2006;1.440897713
Naděje dožití (ex);Hlavní město Praha;muži;104;2006-2007;1.443721606
Naděje dožití (ex);Hlavní město Praha;muži;104;2007-2008;1.527713215
Naděje dožití (ex);Hlavní město Praha;muži;104;2008-2009;1.488953003
Naděje dožití (ex);Hlavní město Praha;muži;104;2009-2010;1.461735448
Naděje dožití (ex);Hlavní město Praha;muži;104;2010-2011;1.501738671
Naděje dožití (ex);Hlavní město Praha;muži;104;2011-2012;1.496423604
Naděje dožití (ex);Hlavní město Praha;muži;104;2012-2013;1.573542108
Naděje dožití (ex);Hlavní město Praha;muži;104;2013-2014;1.516870184
Naděje dožití (ex);Hlavní město Praha;muži;104;2014-2015;1.550046719
Naděje dožití (ex);Hlavní město Praha;muži;104;2015-2016;1.539564097
Naděje dožití (ex);Hlavní město Praha;muži;104;2016-2017;1.577411167
Naděje dožití (ex);Hlavní město Praha;muži;104;2017-2018;1.6495076612
Naděje dožití (ex);Hlavní město Praha;muži;104;2018-2019;1.6321472646
Naděje dožití (ex);Hlavní město Praha;muži;104;2019-2020;1.5581297574
Naděje dožití (ex);Hlavní město Praha;muži;104;2020-2021;1.5205251742
Naděje dožití (ex);Hlavní město Praha;muži;104;2021-2022;1.6180759184
Naděje dožití (ex);Hlavní město Praha;muži;104;2022-2023;1.58486646
Naděje dožití (ex);Hlavní město Praha;muži;105;2001-2002;1.345128289
Naděje dožití (ex);Hlavní město Praha;muži;105;2002-2003;1.378614641
Naděje dožití (ex);Hlavní město Praha;muži;105;2003-2004;1.47967723
Naděje dožití (ex);Hlavní město Praha;muži;105;2004-2005;1.424338932
Naděje dožití (ex);Hlavní město Praha;muži;105;2005-2006;1.409828461
Naděje dožití (ex);Hlavní město Praha;muži;105;2006-2007;1.412096404
Naděje dožití (ex);Hlavní město Praha;muži;105;2007-2008;1.493353921
Naděje dožití (ex);Hlavní město Praha;muži;105;2008-2009;1.455421286
Naděje dožití (ex);Hlavní město Praha;muži;105;2009-2010;1.429139562
Naděje dožití (ex);Hlavní město Praha;muži;105;2010-2011;1.467389218
Naděje dožití (ex);Hlavní město Praha;muži;105;2011-2012;1.461684359
Naděje dožití (ex);Hlavní město Praha;muži;105;2012-2013;1.537029534
Naděje dožití (ex);Hlavní město Praha;muži;105;2013-2014;1.480819542
Naděje dožití (ex);Hlavní město Praha;muži;105;2014-2015;1.513214124
Naděje dožití (ex);Hlavní město Praha;muži;105;2015-2016;1.502438495
Naděje dožití (ex);Hlavní město Praha;muži;105;2016-2017;1.538409776
Naděje dožití (ex);Hlavní město Praha;muži;105;2017-2018;1.6096342138
Naděje dožití (ex);Hlavní město Praha;muži;105;2018-2019;1.5930554839
Naděje dožití (ex);Hlavní město Praha;muži;105;2019-2020;1.5216598698
Naděje dožití (ex);Hlavní město Praha;muži;105;2020-2021;1.4860190506
Naděje dožití (ex);Hlavní město Praha;muži;105;2021-2022;1.5810191384
Naděje dožití (ex);Hlavní město Praha;muži;105;2022-2023;1.546956629
